,pdb_id,lig_id,Total_Score,Crash,Polar
15710,40_3g0w_3b5r,1_0016,0.2589,-6.9747,0.5556
15711,40_3g0w_3b5r,1_0017,0.1338,-8.1285,1.3853
15712,40_3g0w_3b5r,1_0018,0.0335,-7.5867,0.8349
15713,40_3g0w_3b5r,1_0019,-0.1786,-9.6151,1.5906
15714,40_3g0w_3b65,1_0000,1.5245,-6.193,0.6233
15715,40_3g0w_3b65,1_0001,1.522,-7.0837,0.5502
15716,40_3g0w_3b65,1_0002,1.4044,-6.8067,1.2662
15717,40_3g0w_3b65,1_0003,1.3553,-7.0301,0.6158
15718,40_3g0w_3b65,1_0004,1.2067,-6.8155,1.2482
15719,40_3g0w_3b65,1_0005,1.0235,-6.5273,0.5721
15720,40_3g0w_3b65,1_0006,0.6615,-5.6521,0.5942
15721,40_3g0w_3b65,1_0007,0.6526,-5.8265,0.2464
15722,40_3g0w_3b65,1_0008,0.4638,-5.0874,0.0117
15723,40_3g0w_3b65,1_0009,0.2257,-6.2249,0.2379
15724,40_3g0w_3b65,1_0010,0.0037,-5.5288,0.0172
15725,40_3g0w_3b65,1_0011,0.0032,-6.8993,0.5972
15726,40_3g0w_3b65,1_0012,-0.0396,-7.157,0.5372
15727,40_3g0w_3b65,1_0013,-0.0862,-6.2383,0.2682
15728,40_3g0w_3b65,1_0014,-0.3468,-7.071,0.5981
15729,40_3g0w_3b65,1_0015,-0.6872,-6.9085,0.628
15730,40_3g0w_3b65,1_0016,-0.8278,-8.6916,0.3687
15731,40_3g0w_3b65,1_0017,-0.856,-5.7222,0.0232
15732,40_3g0w_3b65,1_0018,-1.3192,-8.4344,0.9969
15733,40_3g0w_3b65,1_0019,-1.3417,-9.1354,1.0168
15734,40_3g0w_3b68,1_0000,0.1624,-7.4196,0.0055
15735,40_3g0w_3b68,1_0001,0.1616,-8.9482,0.809
15736,40_3g0w_3b68,1_0002,-1.2937,-10.5895,1.4158
15737,40_3g0w_3b68,1_0003,-1.3195,-10.722,1.3264
15738,40_3g0w_3b68,1_0004,-1.3375,-9.4669,0.2954
15739,40_3g0w_3b68,1_0005,-1.4144,-11.1602,0.878
15740,40_3g0w_3b68,1_0006,-1.8023,-10.2065,0.609
15741,40_3g0w_3b68,1_0007,-1.8515,-9.9536,0.5589
15742,40_3g0w_3b68,1_0008,-2.0117,-10.0286,0.4
15743,40_3g0w_3b68,1_0009,-2.0965,-9.9598,0.0876
15744,40_3g0w_3b68,1_0010,-2.2528,-12.0467,1.1097
15745,40_3g0w_3b68,1_0011,-2.3816,-9.3807,0.0952
15746,40_3g0w_3b68,1_0012,-2.5475,-11.281,0.5762
15747,40_3g0w_3b68,1_0013,-2.7612,-10.1809,0.1036
15748,40_3g0w_3b68,1_0014,-2.9254,-11.0109,0.5574
15749,40_3g0w_3b68,1_0015,-3.0096,-11.5383,1.6554
15750,40_3g0w_3b68,1_0016,-3.195,-9.4391,0.0545
15751,40_3g0w_3b68,1_0017,-3.2594,-10.5277,0.1051
15752,40_3g0w_3b68,1_0018,-3.384,-13.0623,2.0844
15753,40_3g0w_3b68,1_0019,-3.3965,-12.904,0.7553
15754,40_3g0w_3g0w,1_0000,8.1727,-0.6241,1.7186
15755,40_3g0w_3g0w,1_0001,6.4077,-2.001,1.0235
15756,40_3g0w_3g0w,1_0002,6.0868,-2.3073,1.5603
15757,40_3g0w_3g0w,1_0003,5.5431,-2.073,0.0009
15758,40_3g0w_3g0w,1_0004,5.3341,-1.9092,0.0024
15759,40_3g0w_3g0w,1_0005,5.038,-2.8895,0.8213
15760,40_3g0w_3g0w,1_0006,5.0176,-2.9091,0.0331
15761,40_3g0w_3g0w,1_0007,5.0041,-2.7254,0.3579
15762,40_3g0w_3g0w,1_0008,4.8378,-2.7296,0.3329
15763,40_3g0w_3g0w,1_0009,4.794,-3.1471,0.0
15764,40_3g0w_3g0w,1_0010,4.7209,-2.4359,0.0276
15765,40_3g0w_3g0w,1_0011,4.5987,-2.5741,0.0023
15766,40_3g0w_3g0w,1_0012,4.4707,-2.8092,0.2772
15767,40_3g0w_3g0w,1_0013,4.3039,-2.8427,0.9524
15768,40_3g0w_3g0w,1_0014,4.2635,-2.9819,0.0094
15769,40_3g0w_3g0w,1_0015,4.215,-2.9465,0.007
15770,40_3g0w_3g0w,1_0016,4.0963,-3.3472,0.5023
15771,40_3g0w_3g0w,1_0017,4.0531,-3.1259,0.018
15772,40_3g0w_3g0w,1_0018,3.9927,-3.3299,0.2433
15773,40_3g0w_3g0w,1_0019,3.9775,-3.5112,0.0005
15774,41_1p1n_1p1n,1_0000,12.1199,-0.6208,8.9456
15775,41_1p1n_1p1n,1_0001,11.8992,-0.6183,8.7932
15776,41_1p1n_1p1n,1_0002,11.8712,-0.5452,9.2206
15777,41_1p1n_1p1n,1_0003,11.6661,-0.7037,9.3949
15778,41_1p1n_1p1n,1_0004,11.6532,-0.6396,8.6428
15779,41_1p1n_1p1n,1_0005,11.6527,-0.7016,9.3603
15780,41_1p1n_1p1n,1_0006,11.5684,-0.6945,9.2864
15781,41_1p1n_1p1n,1_0007,11.5562,-0.6843,9.2773
15782,41_1p1n_1p1n,1_0008,11.4691,-0.6768,8.8407
15783,41_1p1n_1p1n,1_0009,11.0384,-0.4879,8.3551
15784,41_1p1n_1p1n,1_0010,10.9284,-0.4727,8.1367
15785,41_1p1n_1p1n,1_0011,10.8038,-0.5871,8.2761
15786,41_1p1n_1p1n,1_0012,10.7775,-0.804,8.4685
15787,41_1p1n_1p1n,1_0013,10.6274,-0.4991,8.1284
15788,41_1p1n_1p1n,1_0014,10.6272,-0.5191,8.3859
15789,41_1p1n_1p1n,1_0015,10.5178,-0.8308,8.476
15790,41_1p1n_1p1n,1_0016,10.3208,-0.7874,8.627
15791,41_1p1n_1p1n,1_0017,7.2785,-2.3652,7.5454
15792,41_1p1n_1p1n,1_0018,7.0908,-2.8105,8.1286
15793,41_1p1n_1p1n,1_0019,6.9246,-1.895,6.6648
15794,41_1p1n_1p1q,1_0000,9.556,-0.579,8.8172
15795,41_1p1n_1p1q,1_0001,9.3593,-0.624,8.8535
15796,41_1p1n_1p1q,1_0002,9.3199,-0.3645,8.9719
15797,41_1p1n_1p1q,1_0003,9.2664,-0.3593,8.9437
15798,41_1p1n_1p1q,1_0004,8.936,-1.0093,8.2184
15799,41_1p1n_1p1q,1_0005,8.7723,-0.9188,8.3981
15800,41_1p1n_1p1q,1_0006,8.692,-0.905,7.5615
15801,41_1p1n_1p1q,1_0007,8.4659,-0.764,7.8393
15802,41_1p1n_1p1q,1_0008,8.3003,-0.73,7.5665
15803,41_1p1n_1p1q,1_0009,8.2797,-0.4331,7.5138
15804,41_1p1n_1p1q,1_0010,8.1685,-0.5076,7.5614
15805,41_1p1n_1p1q,1_0011,8.099,-0.6302,7.8022
15806,41_1p1n_1p1q,1_0012,8.0837,-0.3183,8.6362
15807,41_1p1n_1p1q,1_0013,7.9962,-0.5677,7.6856
15808,41_1p1n_1p1q,1_0014,7.9937,-0.3091,8.4691
15809,41_1p1n_1p1q,1_0015,7.9793,-0.246,7.8712
15810,41_1p1n_1p1q,1_0016,7.941,-0.2818,8.0178
15811,41_1p1n_1p1q,1_0017,7.9103,-0.2972,7.9095
15812,41_1p1n_1p1q,1_0018,7.8205,-0.3682,7.7901
15813,41_1p1n_1p1q,1_0019,7.7662,-0.7523,6.7199
15814,41_1p1n_1syi,1_0000,9.959,-1.6248,9.1537
15815,41_1p1n_1syi,1_0001,9.8236,-1.7315,8.1406
15816,41_1p1n_1syi,1_0002,9.7606,-1.3399,8.5952
15817,41_1p1n_1syi,1_0003,9.152,-0.5647,7.7414
15818,41_1p1n_1syi,1_0004,9.0569,-1.7205,7.6284
15819,41_1p1n_1syi,1_0005,8.8651,-0.7808,7.7033
15820,41_1p1n_1syi,1_0006,7.8299,-1.5639,5.8379
15821,41_1p1n_1syi,1_0007,7.765,-1.191,6.0726
15822,41_1p1n_1syi,1_0008,7.7584,-0.5289,5.7317
15823,41_1p1n_1syi,1_0009,7.7518,-1.4061,6.0643
15824,41_1p1n_1syi,1_0010,7.6895,-3.2037,8.5959
15825,41_1p1n_1syi,1_0011,7.5259,-1.7606,5.9245
15826,41_1p1n_1syi,1_0012,7.3484,-3.1793,8.3897
15827,41_1p1n_1syi,1_0013,7.2699,-1.0483,5.7296
15828,41_1p1n_1syi,1_0014,7.2512,-2.2607,8.0739
15829,41_1p1n_1syi,1_0015,7.2097,-2.2171,7.837
15830,41_1p1n_1syi,1_0016,7.019,-1.2331,4.9648
15831,41_1p1n_1syi,1_0017,6.9911,-1.6309,7.0701
15832,41_1p1n_1syi,1_0018,6.9795,-1.2698,5.0613
15833,41_1p1n_1syi,1_0019,6.977,-1.258,5.2625
15834,41_1p1n_2al5,1_0000,9.0704,-1.4808,9.6677
15835,41_1p1n_2al5,1_0001,8.7837,-1.0424,8.6237
15836,41_1p1n_2al5,1_0002,8.6766,-1.4919,8.6651
15837,41_1p1n_2al5,1_0003,8.6098,-0.5556,9.2899
15838,41_1p1n_2al5,1_0004,8.6059,-1.479,9.1538
15839,41_1p1n_2al5,1_0005,8.5061,-1.5562,8.6266
15840,41_1p1n_2al5,1_0006,8.4738,-1.1236,7.9766
15841,41_1p1n_2al5,1_0007,8.4067,-1.4997,8.7381
15842,41_1p1n_2al5,1_0008,8.3608,-0.4935,9.2971
15843,41_1p1n_2al5,1_0009,8.3396,-0.2213,7.9742
15844,41_1p1n_2al5,1_0010,8.2946,-0.2643,7.8667
15845,41_1p1n_2al5,1_0011,8.2889,-0.9273,8.4593
15846,41_1p1n_2al5,1_0012,8.2186,-0.2961,8.1963
15847,41_1p1n_2al5,1_0013,8.2132,-1.4038,9.1812
15848,41_1p1n_2al5,1_0014,7.9628,-0.9964,7.466
15849,41_1p1n_2al5,1_0015,7.791,-1.6895,8.4411
15850,41_1p1n_2al5,1_0016,7.7602,-1.3367,7.8272
15851,41_1p1n_2al5,1_0017,7.7367,-0.2607,6.8572
15852,41_1p1n_2al5,1_0018,7.5591,-0.2492,6.1164
15853,41_1p1n_2al5,1_0019,7.4958,-0.2968,6.118
15854,41_1p1n_4u4s,1_0000,7.2625,-0.8906,4.0501
15855,41_1p1n_4u4s,1_0001,7.0739,-0.6405,4.0083
15856,41_1p1n_4u4s,1_0002,5.9794,-1.6675,3.4191
15857,41_1p1n_4u4s,1_0003,5.9221,-0.5095,3.7687
15858,41_1p1n_4u4s,1_0004,5.5123,-1.1661,3.0397
15859,41_1p1n_4u4s,1_0005,5.205,-1.2257,3.6329
15860,41_1p1n_4u4s,1_0006,5.0748,-1.3614,3.6185
15861,41_1p1n_4u4s,1_0007,4.9365,-1.1589,1.5362
15862,41_1p1n_4u4s,1_0008,4.8809,-1.3618,3.5192
15863,41_1p1n_4u4s,1_0009,4.5524,-0.9907,2.6045
15864,41_1p1n_4u4s,1_0010,4.1076,-0.9046,2.4419
15865,41_1p1n_4u4s,1_0011,3.8671,-1.5206,2.7809
15866,41_1p1n_4u4s,1_0012,3.7205,-0.5316,1.047
15867,41_1p1n_4u4s,1_0013,3.6818,-0.4818,1.148
15868,41_1p1n_4u4s,1_0014,3.6503,-1.0498,1.3609
15869,41_1p1n_4u4s,1_0015,3.5579,-2.0953,0.0025
15870,41_1p1n_4u4s,1_0016,3.2207,-0.6856,1.2255
15871,41_1p1n_4u4s,1_0017,3.1073,-2.0576,1.502
15872,41_1p1n_4u4s,1_0018,3.0765,-1.0134,1.6549
15873,41_1p1n_4u4s,1_0019,3.0706,-2.1004,2.4012
15874,41_1p1q_1p1n,1_0000,9.8537,-3.8038,9.3491
15875,41_1p1q_1p1n,1_0001,9.494,-3.8784,9.2678
15876,41_1p1q_1p1n,1_0002,8.9988,-4.1491,9.3033
15877,41_1p1q_1p1n,1_0003,8.3707,-2.9126,8.3385
15878,41_1p1q_1p1n,1_0004,8.004,-2.4725,7.5848
15879,41_1p1q_1p1n,1_0005,7.9472,-2.8524,8.1671
15880,41_1p1q_1p1n,1_0006,7.9147,-3.5265,7.1983
15881,41_1p1q_1p1n,1_0007,7.8875,-2.6223,6.3407
15882,41_1p1q_1p1n,1_0008,7.8748,-3.0319,8.3381
15883,41_1p1q_1p1n,1_0009,7.7888,-3.0168,7.5532
15884,41_1p1q_1p1n,1_0010,7.7884,-2.9753,8.4005
15885,41_1p1q_1p1n,1_0011,7.7409,-1.6563,5.3961
15886,41_1p1q_1p1n,1_0012,7.7058,-3.7709,7.6341
15887,41_1p1q_1p1n,1_0013,7.7034,-2.7398,7.0482
15888,41_1p1q_1p1n,1_0014,7.482,-2.8303,6.9976
15889,41_1p1q_1p1n,1_0015,7.4313,-3.5449,6.2614
15890,41_1p1q_1p1n,1_0016,7.3115,-4.4692,8.1653
15891,41_1p1q_1p1n,1_0017,7.2574,-1.9745,5.3698
15892,41_1p1q_1p1n,1_0018,7.1597,-3.4069,7.8763
15893,41_1p1q_1p1n,1_0019,7.1269,-1.8529,5.732
15894,41_1p1q_1p1q,1_0000,11.315,-0.9508,10.0285
15895,41_1p1q_1p1q,1_0001,11.2182,-0.9961,9.956
15896,41_1p1q_1p1q,1_0002,10.8369,-0.8447,10.3044
15897,41_1p1q_1p1q,1_0003,10.5704,-0.3588,8.1531
15898,41_1p1q_1p1q,1_0004,10.0303,-1.0297,10.0102
15899,41_1p1q_1p1q,1_0005,9.7681,-1.2936,9.7503
15900,41_1p1q_1p1q,1_0006,9.7218,-0.5369,7.7519
15901,41_1p1q_1p1q,1_0007,9.5796,-0.472,7.5496
15902,41_1p1q_1p1q,1_0008,9.5666,-0.2702,7.092
15903,41_1p1q_1p1q,1_0009,9.488,-0.3044,7.1477
15904,41_1p1q_1p1q,1_0010,9.3328,-2.325,10.0999
15905,41_1p1q_1p1q,1_0011,9.2958,-2.4667,10.0505
15906,41_1p1q_1p1q,1_0012,9.1367,-1.4517,7.671
15907,41_1p1q_1p1q,1_0013,9.0578,-1.6341,9.7074
15908,41_1p1q_1p1q,1_0014,8.9563,-0.4404,6.8807
15909,41_1p1q_1p1q,1_0015,8.8103,-0.8331,8.4275
15910,41_1p1q_1p1q,1_0016,8.5256,-0.8722,7.9582
15911,41_1p1q_1p1q,1_0017,8.4756,-0.8321,7.9944
15912,41_1p1q_1p1q,1_0018,8.4702,-1.3413,7.257
15913,41_1p1q_1p1q,1_0019,8.2997,-1.4513,7.7341
15914,41_1p1q_1syi,1_0000,8.1032,-3.5597,9.0449
15915,41_1p1q_1syi,1_0001,7.7651,-3.5921,8.9594
15916,41_1p1q_1syi,1_0002,7.6907,-3.3824,4.5635
15917,41_1p1q_1syi,1_0003,7.4199,-3.4446,4.5339
15918,41_1p1q_1syi,1_0004,7.0332,-2.8608,5.1372
15919,41_1p1q_1syi,1_0005,6.0604,-4.1249,7.7001
15920,41_1p1q_1syi,1_0006,5.9862,-4.5289,8.0268
15921,41_1p1q_1syi,1_0007,5.9285,-4.29,7.6877
15922,41_1p1q_1syi,1_0008,5.8209,-3.3906,4.0008
15923,41_1p1q_1syi,1_0009,5.8176,-4.5396,8.4824
15924,41_1p1q_1syi,1_0010,5.7811,-4.6625,8.5897
15925,41_1p1q_1syi,1_0011,5.572,-4.7503,7.8295
15926,41_1p1q_1syi,1_0012,5.5311,-3.3917,3.4413
15927,41_1p1q_1syi,1_0013,5.5277,-4.0,4.3093
15928,41_1p1q_1syi,1_0014,5.5112,-3.9197,4.4968
15929,41_1p1q_1syi,1_0015,5.4725,-3.4324,3.454
15930,41_1p1q_1syi,1_0016,5.3944,-4.5032,8.0718
15931,41_1p1q_1syi,1_0017,5.3455,-4.1799,4.305
15932,41_1p1q_1syi,1_0018,5.2574,-3.1001,3.2881
15933,41_1p1q_1syi,1_0019,5.2268,-3.5351,3.4679
15934,41_1p1q_2al5,1_0000,9.3309,-1.134,9.1368
15935,41_1p1q_2al5,1_0001,9.2041,-0.5739,8.291
15936,41_1p1q_2al5,1_0002,9.172,-0.9959,9.3424
15937,41_1p1q_2al5,1_0003,8.8082,-0.7523,8.1792
15938,41_1p1q_2al5,1_0004,8.5825,-0.8216,8.1152
15939,41_1p1q_2al5,1_0005,8.1588,-0.6779,6.315
15940,41_1p1q_2al5,1_0006,8.1524,-0.6598,6.3207
15941,41_1p1q_2al5,1_0007,7.8563,-1.5174,7.2936
15942,41_1p1q_2al5,1_0008,7.8265,-1.7666,7.7523
15943,41_1p1q_2al5,1_0009,7.7885,-1.4489,6.996
15944,41_1p1q_2al5,1_0010,7.7286,-1.0907,6.5126
15945,41_1p1q_2al5,1_0011,7.7059,-1.2571,6.7925
15946,41_1p1q_2al5,1_0012,7.5887,-2.6416,8.0957
15947,41_1p1q_2al5,1_0013,7.5417,-2.0237,8.2281
15948,41_1p1q_2al5,1_0014,7.5095,-1.6466,6.3104
15949,41_1p1q_2al5,1_0015,7.2341,-0.8494,5.3431
15950,41_1p1q_2al5,1_0016,7.2291,-0.7816,5.1551
15951,41_1p1q_2al5,1_0017,7.1916,-0.8164,5.6714
15952,41_1p1q_2al5,1_0018,7.1271,-2.4174,7.6972
15953,41_1p1q_2al5,1_0019,6.9918,-1.2017,6.4291
15954,41_1p1q_4u4s,1_0000,4.8562,-2.3439,2.5996
15955,41_1p1q_4u4s,1_0001,4.2417,-1.9058,1.3808
15956,41_1p1q_4u4s,1_0002,4.1571,-2.6598,2.5232
15957,41_1p1q_4u4s,1_0003,4.1107,-2.6537,2.3441
15958,41_1p1q_4u4s,1_0004,3.9602,-2.8566,2.5281
15959,41_1p1q_4u4s,1_0005,3.6017,-1.9131,0.4731
15960,41_1p1q_4u4s,1_0006,3.4635,-2.3408,0.0674
15961,41_1p1q_4u4s,1_0007,3.4185,-2.4214,2.1712
15962,41_1p1q_4u4s,1_0008,3.3756,-3.448,2.7095
15963,41_1p1q_4u4s,1_0009,3.251,-2.6391,2.7395
15964,41_1p1q_4u4s,1_0010,2.85,-3.1033,2.8945
15965,41_1p1q_4u4s,1_0011,2.8345,-3.184,1.1725
15966,41_1p1q_4u4s,1_0012,2.8265,-2.5321,1.387
15967,41_1p1q_4u4s,1_0013,2.8019,-3.0665,0.8541
15968,41_1p1q_4u4s,1_0014,2.6145,-1.7467,0.3452
15969,41_1p1q_4u4s,1_0015,2.5543,-3.1697,1.4792
15970,41_1p1q_4u4s,1_0016,2.5223,-3.9438,2.2128
15971,41_1p1q_4u4s,1_0017,2.4583,-2.6895,1.1652
15972,41_1p1q_4u4s,1_0018,2.2712,-3.2883,1.4035
15973,41_1p1q_4u4s,1_0019,2.1726,-3.2718,1.1587
15974,41_1syi_1p1n,1_0000,7.6299,-5.4951,7.9225
15975,41_1syi_1p1n,1_0001,7.44,-5.5335,7.8216
15976,41_1syi_1p1n,1_0002,7.3015,-4.0703,7.5181
15977,41_1syi_1p1n,1_0003,7.2237,-5.4724,8.1116
15978,41_1syi_1p1n,1_0004,6.9395,-6.0489,8.3153
15979,41_1syi_1p1n,1_0005,6.8493,-5.3232,7.6988
15980,41_1syi_1p1n,1_0006,6.4829,-5.4655,7.8088
15981,41_1syi_1p1n,1_0007,6.3659,-5.4461,7.7912
15982,41_1syi_1p1n,1_0008,6.2597,-6.3491,7.9527
15983,41_1syi_1p1n,1_0009,6.2399,-5.866,7.6135
15984,41_1syi_1p1n,1_0010,6.2318,-5.0971,7.5699
15985,41_1syi_1p1n,1_0011,6.2287,-5.0794,7.6258
15986,41_1syi_1p1n,1_0012,6.1668,-6.6562,8.1087
15987,41_1syi_1p1n,1_0013,6.135,-5.4317,7.5554
15988,41_1syi_1p1n,1_0014,6.1217,-4.5364,6.1419
15989,41_1syi_1p1n,1_0015,6.0806,-3.5102,3.8987
15990,41_1syi_1p1n,1_0016,6.054,-5.6594,6.9456
15991,41_1syi_1p1n,1_0017,6.0432,-4.5477,6.7856
15992,41_1syi_1p1n,1_0018,5.9086,-5.5581,7.0498
15993,41_1syi_1p1n,1_0019,5.8877,-3.0213,3.1022
15994,41_1syi_1p1q,1_0000,11.9806,-0.3387,10.6072
15995,41_1syi_1p1q,1_0001,11.8085,-0.3212,10.4183
15996,41_1syi_1p1q,1_0002,11.4655,-0.4599,10.3247
15997,41_1syi_1p1q,1_0003,10.8996,-0.2474,9.2105
15998,41_1syi_1p1q,1_0004,10.8916,-0.251,9.2889
15999,41_1syi_1p1q,1_0005,9.6067,-0.6271,8.9591
16000,41_1syi_1p1q,1_0006,9.4419,-0.7361,9.0451
16001,41_1syi_1p1q,1_0007,9.3831,-0.7397,8.9682
16002,41_1syi_1p1q,1_0008,8.6105,-1.9705,8.8949
16003,41_1syi_1p1q,1_0009,8.3757,-0.9294,6.7083
16004,41_1syi_1p1q,1_0010,7.8179,-0.7301,6.2928
16005,41_1syi_1p1q,1_0011,7.7793,-1.162,6.9948
16006,41_1syi_1p1q,1_0012,7.5729,-1.9008,6.5613
16007,41_1syi_1p1q,1_0013,7.4927,-1.9114,6.5601
16008,41_1syi_1p1q,1_0014,7.3722,-0.6033,6.4875
16009,41_1syi_1p1q,1_0015,7.2465,-1.5701,6.8617
16010,41_1syi_1p1q,1_0016,7.2331,-0.98,5.7347
16011,41_1syi_1p1q,1_0017,7.0097,-0.8527,6.4619
16012,41_1syi_1p1q,1_0018,6.6588,-0.9033,5.8628
16013,41_1syi_1p1q,1_0019,6.5856,-0.9372,5.5064
16014,41_1syi_1syi,1_0000,14.6287,-0.9894,11.2409
16015,41_1syi_1syi,1_0001,14.4215,-1.1117,10.952
16016,41_1syi_1syi,1_0002,14.4158,-1.0311,11.0532
16017,41_1syi_1syi,1_0003,10.4924,-1.0022,6.5541
16018,41_1syi_1syi,1_0004,10.3781,-2.1134,8.9155
16019,41_1syi_1syi,1_0005,10.3733,-0.9078,6.6419
16020,41_1syi_1syi,1_0006,10.1789,-2.2011,8.9195
16021,41_1syi_1syi,1_0007,10.029,-1.3304,6.6318
16022,41_1syi_1syi,1_0008,9.5096,-2.7828,8.9706
16023,41_1syi_1syi,1_0009,9.3881,-1.0365,5.2447
16024,41_1syi_1syi,1_0010,8.8946,-3.0617,8.984
16025,41_1syi_1syi,1_0011,7.6578,-3.5962,5.3758
16026,41_1syi_1syi,1_0012,7.2951,-2.5718,4.0347
16027,41_1syi_1syi,1_0013,7.1309,-2.5945,4.0191
16028,41_1syi_1syi,1_0014,6.944,-4.7009,7.8041
16029,41_1syi_1syi,1_0015,6.4672,-3.5106,4.7081
16030,41_1syi_1syi,1_0016,6.4002,-5.2525,7.6644
16031,41_1syi_1syi,1_0017,5.8591,-4.1279,5.4403
16032,41_1syi_1syi,1_0018,5.1764,-3.1858,4.0845
16033,41_1syi_1syi,1_0019,5.0471,-3.7973,5.0944
16034,41_1syi_2al5,1_0000,12.5426,-0.4837,11.3252
16035,41_1syi_2al5,1_0001,12.4814,-0.4642,11.1922
16036,41_1syi_2al5,1_0002,11.9848,-0.6229,11.035
16037,41_1syi_2al5,1_0003,11.5709,-0.2709,9.7196
16038,41_1syi_2al5,1_0004,11.3714,-0.2543,9.6543
16039,41_1syi_2al5,1_0005,11.1963,-0.2894,9.5066
16040,41_1syi_2al5,1_0006,10.5326,-0.4406,8.9733
16041,41_1syi_2al5,1_0007,10.4392,-0.5016,8.9225
16042,41_1syi_2al5,1_0008,7.6982,-0.6945,5.3524
16043,41_1syi_2al5,1_0009,7.4296,-1.4037,6.7974
16044,41_1syi_2al5,1_0010,7.2184,-0.8708,4.8114
16045,41_1syi_2al5,1_0011,7.1384,-2.5357,7.4987
16046,41_1syi_2al5,1_0012,7.0847,-0.8026,5.5615
16047,41_1syi_2al5,1_0013,6.9986,-2.5807,7.3919
16048,41_1syi_2al5,1_0014,6.949,-1.1164,6.2403
16049,41_1syi_2al5,1_0015,6.7612,-0.6764,3.7316
16050,41_1syi_2al5,1_0016,6.5917,-0.711,4.6141
16051,41_1syi_2al5,1_0017,6.5534,-0.7642,4.6733
16052,41_1syi_2al5,1_0018,6.4945,-0.6564,4.0848
16053,41_1syi_2al5,1_0019,6.4889,-0.9575,4.2694
16054,41_1syi_4u4s,1_0000,3.8667,-1.6356,0.4547
16055,41_1syi_4u4s,1_0001,3.6616,-1.4792,0.6433
16056,41_1syi_4u4s,1_0002,3.633,-2.5464,0.681
16057,41_1syi_4u4s,1_0003,3.6175,-2.3256,0.547
16058,41_1syi_4u4s,1_0004,3.5609,-2.3339,0.5502
16059,41_1syi_4u4s,1_0005,3.4606,-3.0622,1.8596
16060,41_1syi_4u4s,1_0006,3.4327,-2.2059,0.4889
16061,41_1syi_4u4s,1_0007,3.4209,-2.5961,0.7927
16062,41_1syi_4u4s,1_0008,3.3423,-2.0304,0.7287
16063,41_1syi_4u4s,1_0009,3.1307,-2.0986,0.2812
16064,41_1syi_4u4s,1_0010,2.9613,-1.5156,0.2784
16065,41_1syi_4u4s,1_0011,2.9596,-2.473,0.7891
16066,41_1syi_4u4s,1_0012,2.9542,-2.426,0.0553
16067,41_1syi_4u4s,1_0013,2.7129,-2.328,0.3113
16068,41_1syi_4u4s,1_0014,2.6244,-3.6927,0.0064
16069,41_1syi_4u4s,1_0015,1.9386,-2.3411,0.5207
16070,41_1syi_4u4s,1_0016,1.616,-4.1007,0.7179
16071,41_1syi_4u4s,1_0017,1.4599,-2.6552,0.6723
16072,41_1syi_4u4s,1_0018,0.6067,-4.9185,1.3962
16073,41_1syi_4u4s,1_0019,0.3603,-3.2182,0.0383
16074,41_2al5_1p1n,1_0000,3.5903,-9.8019,8.0715
16075,41_2al5_1p1n,1_0001,0.1626,-10.2942,5.04
16076,41_2al5_1p1n,1_0002,-0.073,-8.8997,4.8885
16077,41_2al5_1p1n,1_0003,-0.2381,-9.4748,5.1432
16078,41_2al5_1p1n,1_0004,-0.324,-7.1191,1.957
16079,41_2al5_1p1n,1_0005,-0.5628,-9.2984,4.9081
16080,41_2al5_1p1n,1_0006,-0.6398,-11.0271,4.9525
16081,41_2al5_1p1n,1_0007,-0.6436,-10.9575,4.8823
16082,41_2al5_1p1n,1_0008,-0.839,-10.2599,4.683
16083,41_2al5_1p1n,1_0009,-1.0713,-8.1002,3.2005
16084,41_2al5_1p1n,1_0010,-1.6456,-9.0825,3.741
16085,41_2al5_1p1n,1_0011,-1.8201,-11.9848,4.4596
16086,41_2al5_1p1n,1_0012,-2.2214,-11.5664,3.8858
16087,41_2al5_1p1n,1_0013,-2.4958,-10.9487,3.5309
16088,41_2al5_1p1n,1_0014,-2.5269,-10.281,3.5707
16089,41_2al5_1p1n,1_0015,-3.0184,-10.7904,3.4451
16090,41_2al5_1p1n,1_0016,-3.0541,-9.1262,2.5889
16091,41_2al5_1p1n,1_0017,-3.1916,-10.5082,2.1564
16092,41_2al5_1p1n,1_0018,-3.2731,-11.3469,3.3805
16093,41_2al5_1p1n,1_0019,-3.8115,-9.7844,3.2786
16094,41_2al5_1p1q,1_0000,12.0338,-0.906,9.979
16095,41_2al5_1p1q,1_0001,11.9661,-0.8518,9.9941
16096,41_2al5_1p1q,1_0002,10.2885,-1.4767,8.8734
16097,41_2al5_1p1q,1_0003,10.2071,-1.3748,8.7168
16098,41_2al5_1p1q,1_0004,9.3806,-2.0773,8.4164
16099,41_2al5_1p1q,1_0005,7.8779,-1.854,5.7662
16100,41_2al5_1p1q,1_0006,7.7953,-1.9882,5.9162
16101,41_2al5_1p1q,1_0007,7.493,-2.9369,8.5702
16102,41_2al5_1p1q,1_0008,7.1068,-1.4845,4.7246
16103,41_2al5_1p1q,1_0009,7.0994,-4.5154,8.655
16104,41_2al5_1p1q,1_0010,7.0478,-4.5476,8.618
16105,41_2al5_1p1q,1_0011,6.7462,-1.4427,4.725
16106,41_2al5_1p1q,1_0012,6.2357,-1.2381,4.052
16107,41_2al5_1p1q,1_0013,5.9553,-1.4064,4.8152
