,pdb_id,lig_id,Vina_Score
10355,30_4e5w_4ivc,1_0009,-5.1
10356,30_4e5w_4ivc,1_0010,-4.9
10357,30_4e5w_4ivc,1_0011,-4.7
10358,30_4e5w_4ivc,1_0012,-4.7
10359,30_4e5w_4ivc,1_0013,-4.6
10360,30_4e5w_4ivc,1_0014,-4.6
10361,30_4e5w_4ivc,1_0015,-4.5
10362,30_4e5w_4ivc,1_0016,-4.5
10363,30_4e5w_4ivc,1_0017,-4.4
10364,30_4e5w_4ivc,1_0018,-4.4
10365,30_4e5w_4ivc,1_0019,-4.4
10366,30_4e5w_4ivd,1_0000,-8.6
10367,30_4e5w_4ivd,1_0001,-8.2
10368,30_4e5w_4ivd,1_0002,-8.2
10369,30_4e5w_4ivd,1_0003,-7.6
10370,30_4e5w_4ivd,1_0004,-7.5
10371,30_4e5w_4ivd,1_0005,-6.6
10372,30_4e5w_4ivd,1_0006,-6.3
10373,30_4e5w_4ivd,1_0007,-6.3
10374,30_4e5w_4ivd,1_0008,-6.3
10375,30_4e5w_4ivd,1_0009,-5.7
10376,30_4e5w_4ivd,1_0010,-5.7
10377,30_4e5w_4ivd,1_0011,-5.7
10378,30_4e5w_4ivd,1_0012,-5.6
10379,30_4e5w_4ivd,1_0013,-5.5
10380,30_4e5w_4ivd,1_0014,-5.4
10381,30_4e5w_4ivd,1_0015,-5.3
10382,30_4e5w_4ivd,1_0016,-5.3
10383,30_4e5w_4ivd,1_0017,-5.2
10384,30_4e5w_4ivd,1_0018,-5.1
10385,30_4e5w_4ivd,1_0019,-5.0
10386,30_4e5w_4k77,1_0000,-8.6
10387,30_4e5w_4k77,1_0001,-7.8
10388,30_4e5w_4k77,1_0002,-7.6
10389,30_4e5w_4k77,1_0003,-7.5
10390,30_4e5w_4k77,1_0004,-7.3
10391,30_4e5w_4k77,1_0005,-7.3
10392,30_4e5w_4k77,1_0006,-7.1
10393,30_4e5w_4k77,1_0007,-7.0
10394,30_4e5w_4k77,1_0008,-7.0
10395,30_4e5w_4k77,1_0009,-6.9
10396,30_4e5w_4k77,1_0010,-6.3
10397,30_4e5w_4k77,1_0011,-5.7
10398,30_4e5w_4k77,1_0012,-5.7
10399,30_4e5w_4k77,1_0013,-5.6
10400,30_4e5w_4k77,1_0014,-5.4
10401,30_4e5w_4k77,1_0015,-5.4
10402,30_4e5w_4k77,1_0016,-5.4
10403,30_4e5w_4k77,1_0017,-5.1
10404,30_4e5w_4k77,1_0018,-5.1
10405,30_4e5w_4k77,1_0019,-5.1
10406,30_4ivb_4e5w,1_0000,-8.7
10407,30_4ivb_4e5w,1_0001,-8.3
10408,30_4ivb_4e5w,1_0002,-8.1
10409,30_4ivb_4e5w,1_0003,-8.0
10410,30_4ivb_4e5w,1_0004,-7.8
10411,30_4ivb_4e5w,1_0005,-7.4
10412,30_4ivb_4e5w,1_0006,-7.4
10413,30_4ivb_4e5w,1_0007,-7.3
10414,30_4ivb_4e5w,1_0008,-7.2
10415,30_4ivb_4e5w,1_0009,-6.9
10416,30_4ivb_4e5w,1_0010,-6.7
10417,30_4ivb_4e5w,1_0011,-6.7
10418,30_4ivb_4e5w,1_0012,-6.6
10419,30_4ivb_4e5w,1_0013,-6.5
10420,30_4ivb_4e5w,1_0014,-6.4
10421,30_4ivb_4e5w,1_0015,-6.3
10422,30_4ivb_4e5w,1_0016,-6.3
10423,30_4ivb_4e5w,1_0017,-6.3
10424,30_4ivb_4e5w,1_0018,-5.9
10425,30_4ivb_4e5w,1_0019,-5.8
10426,30_4ivb_4ivb,1_0000,-10.0
10427,30_4ivb_4ivb,1_0001,-8.4
10428,30_4ivb_4ivb,1_0002,-7.8
10429,30_4ivb_4ivb,1_0003,-7.7
10430,30_4ivb_4ivb,1_0004,-7.6
10431,30_4ivb_4ivb,1_0005,-7.3
10432,30_4ivb_4ivb,1_0006,-7.3
10433,30_4ivb_4ivb,1_0007,-7.3
10434,30_4ivb_4ivb,1_0008,-7.1
10435,30_4ivb_4ivb,1_0009,-7.0
10436,30_4ivb_4ivb,1_0010,-6.8
10437,30_4ivb_4ivb,1_0011,-6.7
10438,30_4ivb_4ivb,1_0012,-6.7
10439,30_4ivb_4ivb,1_0013,-6.5
10440,30_4ivb_4ivb,1_0014,-6.5
10441,30_4ivb_4ivb,1_0015,-6.5
10442,30_4ivb_4ivb,1_0016,-6.5
10443,30_4ivb_4ivb,1_0017,-6.3
10444,30_4ivb_4ivb,1_0018,-6.3
10445,30_4ivb_4ivb,1_0019,-6.2
10446,30_4ivb_4ivc,1_0000,-9.9
10447,30_4ivb_4ivc,1_0001,-8.2
10448,30_4ivb_4ivc,1_0002,-8.1
10449,30_4ivb_4ivc,1_0003,-8.1
10450,30_4ivb_4ivc,1_0004,-8.0
10451,30_4ivb_4ivc,1_0005,-7.2
10452,30_4ivb_4ivc,1_0006,-7.1
10453,30_4ivb_4ivc,1_0007,-7.1
10454,30_4ivb_4ivc,1_0008,-7.1
10455,30_4ivb_4ivc,1_0009,-6.7
10456,30_4ivb_4ivc,1_0010,-6.4
10457,30_4ivb_4ivc,1_0011,-6.4
10458,30_4ivb_4ivc,1_0012,-6.4
10459,30_4ivb_4ivc,1_0013,-6.3
10460,30_4ivb_4ivc,1_0014,-6.1
10461,30_4ivb_4ivc,1_0015,-5.9
10462,30_4ivb_4ivc,1_0016,-5.5
10463,30_4ivb_4ivc,1_0017,-5.5
10464,30_4ivb_4ivc,1_0018,-5.3
10465,30_4ivb_4ivc,1_0019,-5.3
10466,30_4ivb_4ivd,1_0000,-9.7
10467,30_4ivb_4ivd,1_0001,-8.7
10468,30_4ivb_4ivd,1_0002,-8.0
10469,30_4ivb_4ivd,1_0003,-8.0
10470,30_4ivb_4ivd,1_0004,-7.7
10471,30_4ivb_4ivd,1_0005,-7.3
10472,30_4ivb_4ivd,1_0006,-6.9
10473,30_4ivb_4ivd,1_0007,-6.9
10474,30_4ivb_4ivd,1_0008,-6.5
10475,30_4ivb_4ivd,1_0009,-6.0
10476,30_4ivb_4ivd,1_0010,-5.5
10477,30_4ivb_4ivd,1_0011,-5.5
10478,30_4ivb_4ivd,1_0012,-5.3
10479,30_4ivb_4ivd,1_0013,-5.2
10480,30_4ivb_4ivd,1_0014,-5.1
10481,30_4ivb_4ivd,1_0015,-4.9
10482,30_4ivb_4ivd,1_0016,-4.9
10483,30_4ivb_4ivd,1_0017,-4.9
10484,30_4ivb_4ivd,1_0018,-4.7
10485,30_4ivb_4ivd,1_0019,-4.6
10486,30_4ivb_4k77,1_0000,-8.0
10487,30_4ivb_4k77,1_0001,-7.8
10488,30_4ivb_4k77,1_0002,-7.5
10489,30_4ivb_4k77,1_0003,-7.2
10490,30_4ivb_4k77,1_0004,-7.0
10491,30_4ivb_4k77,1_0005,-7.0
10492,30_4ivb_4k77,1_0006,-6.6
10493,30_4ivb_4k77,1_0007,-6.5
10494,30_4ivb_4k77,1_0008,-6.3
10495,30_4ivb_4k77,1_0009,-6.2
10496,30_4ivb_4k77,1_0010,-6.1
10497,30_4ivb_4k77,1_0011,-5.7
10498,30_4ivb_4k77,1_0012,-5.4
10499,30_4ivb_4k77,1_0013,-5.3
10500,30_4ivb_4k77,1_0014,-5.1
10501,30_4ivb_4k77,1_0015,-5.0
10502,30_4ivb_4k77,1_0016,-5.0
10503,30_4ivb_4k77,1_0017,-4.9
10504,30_4ivb_4k77,1_0018,-4.8
10505,30_4ivb_4k77,1_0019,-4.7
10506,30_4ivc_4e5w,1_0000,-8.7
10507,30_4ivc_4e5w,1_0001,-8.5
10508,30_4ivc_4e5w,1_0002,-7.9
10509,30_4ivc_4e5w,1_0003,-7.6
10510,30_4ivc_4e5w,1_0004,-7.4
10511,30_4ivc_4e5w,1_0005,-7.3
10512,30_4ivc_4e5w,1_0006,-7.2
10513,30_4ivc_4e5w,1_0007,-6.9
10514,30_4ivc_4e5w,1_0008,-6.9
10515,30_4ivc_4e5w,1_0009,-6.9
10516,30_4ivc_4e5w,1_0010,-6.7
10517,30_4ivc_4e5w,1_0011,-6.6
10518,30_4ivc_4e5w,1_0012,-6.5
10519,30_4ivc_4e5w,1_0013,-6.5
10520,30_4ivc_4e5w,1_0014,-6.5
10521,30_4ivc_4e5w,1_0015,-6.5
10522,30_4ivc_4e5w,1_0016,-6.3
10523,30_4ivc_4e5w,1_0017,-6.2
10524,30_4ivc_4e5w,1_0018,-6.2
10525,30_4ivc_4e5w,1_0019,-6.1
10526,30_4ivc_4ivb,1_0000,-10.0
10527,30_4ivc_4ivb,1_0001,-8.1
10528,30_4ivc_4ivb,1_0002,-8.1
10529,30_4ivc_4ivb,1_0003,-8.0
10530,30_4ivc_4ivb,1_0004,-7.6
10531,30_4ivc_4ivb,1_0005,-7.4
10532,30_4ivc_4ivb,1_0006,-7.4
10533,30_4ivc_4ivb,1_0007,-7.0
10534,30_4ivc_4ivb,1_0008,-6.9
10535,30_4ivc_4ivb,1_0009,-6.9
10536,30_4ivc_4ivb,1_0010,-6.8
10537,30_4ivc_4ivb,1_0011,-6.6
10538,30_4ivc_4ivb,1_0012,-6.5
10539,30_4ivc_4ivb,1_0013,-6.5
10540,30_4ivc_4ivb,1_0014,-6.4
10541,30_4ivc_4ivb,1_0015,-6.4
10542,30_4ivc_4ivb,1_0016,-6.4
10543,30_4ivc_4ivb,1_0017,-6.2
10544,30_4ivc_4ivb,1_0018,-6.1
10545,30_4ivc_4ivb,1_0019,-5.3
10546,30_4ivc_4ivc,1_0000,-10.0
10547,30_4ivc_4ivc,1_0001,-8.2
10548,30_4ivc_4ivc,1_0002,-8.1
10549,30_4ivc_4ivc,1_0003,-7.9
10550,30_4ivc_4ivc,1_0004,-7.8
10551,30_4ivc_4ivc,1_0005,-7.8
10552,30_4ivc_4ivc,1_0006,-7.8
10553,30_4ivc_4ivc,1_0007,-7.4
10554,30_4ivc_4ivc,1_0008,-6.5
10555,30_4ivc_4ivc,1_0009,-6.5
10556,30_4ivc_4ivc,1_0010,-5.6
10557,30_4ivc_4ivc,1_0011,-5.5
10558,30_4ivc_4ivc,1_0012,-5.5
10559,30_4ivc_4ivc,1_0013,-5.3
10560,30_4ivc_4ivc,1_0014,-5.2
10561,30_4ivc_4ivc,1_0015,-5.2
10562,30_4ivc_4ivc,1_0016,-5.0
10563,30_4ivc_4ivc,1_0017,-4.9
10564,30_4ivc_4ivc,1_0018,-4.9
10565,30_4ivc_4ivc,1_0019,-4.9
10566,30_4ivc_4ivd,1_0000,-9.7
10567,30_4ivc_4ivd,1_0001,-8.4
10568,30_4ivc_4ivd,1_0002,-8.4
10569,30_4ivc_4ivd,1_0003,-8.2
10570,30_4ivc_4ivd,1_0004,-7.2
10571,30_4ivc_4ivd,1_0005,-7.1
10572,30_4ivc_4ivd,1_0006,-7.0
10573,30_4ivc_4ivd,1_0007,-6.8
10574,30_4ivc_4ivd,1_0008,-6.6
10575,30_4ivc_4ivd,1_0009,-6.6
10576,30_4ivc_4ivd,1_0010,-6.5
10577,30_4ivc_4ivd,1_0011,-6.2
10578,30_4ivc_4ivd,1_0012,-5.9
10579,30_4ivc_4ivd,1_0013,-5.8
10580,30_4ivc_4ivd,1_0014,-5.1
10581,30_4ivc_4ivd,1_0015,-5.1
10582,30_4ivc_4ivd,1_0016,-4.8
10583,30_4ivc_4ivd,1_0017,-4.8
10584,30_4ivc_4ivd,1_0018,-4.6
10585,30_4ivc_4ivd,1_0019,-4.6
10586,30_4ivc_4k77,1_0000,-8.3
10587,30_4ivc_4k77,1_0001,-8.1
10588,30_4ivc_4k77,1_0002,-7.6
10589,30_4ivc_4k77,1_0003,-7.6
10590,30_4ivc_4k77,1_0004,-7.4
10591,30_4ivc_4k77,1_0005,-7.3
10592,30_4ivc_4k77,1_0006,-7.3
10593,30_4ivc_4k77,1_0007,-7.0
10594,30_4ivc_4k77,1_0008,-7.0
10595,30_4ivc_4k77,1_0009,-7.0
10596,30_4ivc_4k77,1_0010,-6.8
10597,30_4ivc_4k77,1_0011,-6.7
10598,30_4ivc_4k77,1_0012,-6.4
10599,30_4ivc_4k77,1_0013,-6.4
10600,30_4ivc_4k77,1_0014,-6.3
10601,30_4ivc_4k77,1_0015,-6.3
10602,30_4ivc_4k77,1_0016,-6.2
10603,30_4ivc_4k77,1_0017,-6.1
10604,30_4ivc_4k77,1_0018,-6.0
10605,30_4ivc_4k77,1_0019,-5.9
10606,30_4ivd_4e5w,1_0000,-9.6
10607,30_4ivd_4e5w,1_0001,-9.1
10608,30_4ivd_4e5w,1_0002,-8.9
10609,30_4ivd_4e5w,1_0003,-8.9
10610,30_4ivd_4e5w,1_0004,-8.8
10611,30_4ivd_4e5w,1_0005,-8.7
10612,30_4ivd_4e5w,1_0006,-8.6
10613,30_4ivd_4e5w,1_0007,-8.4
10614,30_4ivd_4e5w,1_0008,-8.4
10615,30_4ivd_4e5w,1_0009,-8.4
10616,30_4ivd_4e5w,1_0010,-8.3
10617,30_4ivd_4e5w,1_0011,-8.3
10618,30_4ivd_4e5w,1_0012,-8.1
10619,30_4ivd_4e5w,1_0013,-7.9
10620,30_4ivd_4e5w,1_0014,-7.9
10621,30_4ivd_4e5w,1_0015,-7.8
10622,30_4ivd_4e5w,1_0016,-7.5
10623,30_4ivd_4e5w,1_0017,-7.3
10624,30_4ivd_4e5w,1_0018,-7.3
10625,30_4ivd_4e5w,1_0019,-7.1
10626,30_4ivd_4ivb,1_0000,-9.7
10627,30_4ivd_4ivb,1_0001,-8.4
10628,30_4ivd_4ivb,1_0002,-8.4
10629,30_4ivd_4ivb,1_0003,-8.2
10630,30_4ivd_4ivb,1_0004,-8.0
10631,30_4ivd_4ivb,1_0005,-7.9
10632,30_4ivd_4ivb,1_0006,-7.8
10633,30_4ivd_4ivb,1_0007,-7.8
10634,30_4ivd_4ivb,1_0008,-7.5
10635,30_4ivd_4ivb,1_0009,-7.3
10636,30_4ivd_4ivb,1_0010,-7.2
10637,30_4ivd_4ivb,1_0011,-7.2
10638,30_4ivd_4ivb,1_0012,-7.1
10639,30_4ivd_4ivb,1_0013,-7.1
10640,30_4ivd_4ivb,1_0014,-6.9
10641,30_4ivd_4ivb,1_0015,-6.7
10642,30_4ivd_4ivb,1_0016,-6.4
10643,30_4ivd_4ivb,1_0017,-6.2
10644,30_4ivd_4ivb,1_0018,-5.8
10645,30_4ivd_4ivb,1_0019,-5.8
10646,30_4ivd_4ivc,1_0000,-9.4
10647,30_4ivd_4ivc,1_0001,-8.5
10648,30_4ivd_4ivc,1_0002,-8.3
10649,30_4ivd_4ivc,1_0003,-8.1
10650,30_4ivd_4ivc,1_0004,-8.1
10651,30_4ivd_4ivc,1_0005,-7.9
10652,30_4ivd_4ivc,1_0006,-7.8
10653,30_4ivd_4ivc,1_0007,-7.6
10654,30_4ivd_4ivc,1_0008,-7.4
10655,30_4ivd_4ivc,1_0009,-7.3
10656,30_4ivd_4ivc,1_0010,-7.3
10657,30_4ivd_4ivc,1_0011,-7.2
10658,30_4ivd_4ivc,1_0012,-7.2
10659,30_4ivd_4ivc,1_0013,-7.1
10660,30_4ivd_4ivc,1_0014,-7.1
10661,30_4ivd_4ivc,1_0015,-7.0
10662,30_4ivd_4ivc,1_0016,-7.0
10663,30_4ivd_4ivc,1_0017,-7.0
10664,30_4ivd_4ivc,1_0018,-6.8
10665,30_4ivd_4ivc,1_0019,-6.8
10666,30_4ivd_4ivd,1_0000,-9.3
10667,30_4ivd_4ivd,1_0001,-8.4
10668,30_4ivd_4ivd,1_0002,-8.3
10669,30_4ivd_4ivd,1_0003,-8.2
10670,30_4ivd_4ivd,1_0004,-8.1
10671,30_4ivd_4ivd,1_0005,-8.0
10672,30_4ivd_4ivd,1_0006,-7.9
10673,30_4ivd_4ivd,1_0007,-7.9
10674,30_4ivd_4ivd,1_0008,-7.6
10675,30_4ivd_4ivd,1_0009,-7.3
10676,30_4ivd_4ivd,1_0010,-6.8
10677,30_4ivd_4ivd,1_0011,-6.6
10678,30_4ivd_4ivd,1_0012,-6.4
10679,30_4ivd_4ivd,1_0013,-6.2
10680,30_4ivd_4ivd,1_0014,-6.1
10681,30_4ivd_4ivd,1_0015,-5.5
10682,30_4ivd_4ivd,1_0016,-5.3
10683,30_4ivd_4ivd,1_0017,-5.0
10684,30_4ivd_4ivd,1_0018,-4.9
10685,30_4ivd_4ivd,1_0019,-4.9
10686,30_4ivd_4k77,1_0000,-8.0
10687,30_4ivd_4k77,1_0001,-7.6
10688,30_4ivd_4k77,1_0002,-7.5
10689,30_4ivd_4k77,1_0003,-7.5
10690,30_4ivd_4k77,1_0004,-7.4
10691,30_4ivd_4k77,1_0005,-7.3
10692,30_4ivd_4k77,1_0006,-7.2
10693,30_4ivd_4k77,1_0007,-7.2
10694,30_4ivd_4k77,1_0008,-7.1
10695,30_4ivd_4k77,1_0009,-7.1
10696,30_4ivd_4k77,1_0010,-7.0
10697,30_4ivd_4k77,1_0011,-6.8
10698,30_4ivd_4k77,1_0012,-6.7
10699,30_4ivd_4k77,1_0013,-6.6
10700,30_4ivd_4k77,1_0014,-6.5
10701,30_4ivd_4k77,1_0015,-6.2
10702,30_4ivd_4k77,1_0016,-6.2
10703,30_4ivd_4k77,1_0017,-6.2
10704,30_4ivd_4k77,1_0018,-6.1
10705,30_4ivd_4k77,1_0019,-6.1
10706,30_4k77_4e5w,1_0000,-9.8
10707,30_4k77_4e5w,1_0001,-8.8
10708,30_4k77_4e5w,1_0002,-8.8
10709,30_4k77_4e5w,1_0003,-8.5
10710,30_4k77_4e5w,1_0004,-8.1
10711,30_4k77_4e5w,1_0005,-7.9
10712,30_4k77_4e5w,1_0006,-7.6
10713,30_4k77_4e5w,1_0007,-7.6
10714,30_4k77_4e5w,1_0008,-7.4
10715,30_4k77_4e5w,1_0009,-7.4
10716,30_4k77_4e5w,1_0010,-7.4
10717,30_4k77_4e5w,1_0011,-7.2
10718,30_4k77_4e5w,1_0012,-6.7
10719,30_4k77_4e5w,1_0013,-6.6
10720,30_4k77_4e5w,1_0014,-6.5
10721,30_4k77_4e5w,1_0015,-6.5
10722,30_4k77_4e5w,1_0016,-6.4
10723,30_4k77_4e5w,1_0017,-6.3
10724,30_4k77_4e5w,1_0018,-6.3
10725,30_4k77_4e5w,1_0019,-6.2
10726,30_4k77_4ivb,1_0000,-8.7
10727,30_4k77_4ivb,1_0001,-8.1
10728,30_4k77_4ivb,1_0002,-8.1
10729,30_4k77_4ivb,1_0003,-7.7
10730,30_4k77_4ivb,1_0004,-7.3
10731,30_4k77_4ivb,1_0005,-7.2
10732,30_4k77_4ivb,1_0006,-7.1
10733,30_4k77_4ivb,1_0007,-7.0
10734,30_4k77_4ivb,1_0008,-6.9
10735,30_4k77_4ivb,1_0009,-6.8
10736,30_4k77_4ivb,1_0010,-6.8
10737,30_4k77_4ivb,1_0011,-6.6
10738,30_4k77_4ivb,1_0012,-6.5
10739,30_4k77_4ivb,1_0013,-6.4
10740,30_4k77_4ivb,1_0014,-6.2
10741,30_4k77_4ivb,1_0015,-6.2
10742,30_4k77_4ivb,1_0016,-6.1
10743,30_4k77_4ivb,1_0017,-5.9
10744,30_4k77_4ivb,1_0018,-5.7
10745,30_4k77_4ivb,1_0019,-5.4
10746,30_4k77_4ivc,1_0000,-8.7
10747,30_4k77_4ivc,1_0001,-8.3
10748,30_4k77_4ivc,1_0002,-8.1
10749,30_4k77_4ivc,1_0003,-8.0
10750,30_4k77_4ivc,1_0004,-7.7
10751,30_4k77_4ivc,1_0005,-7.4
10752,30_4k77_4ivc,1_0006,-7.2
10753,30_4k77_4ivc,1_0007,-7.0
10754,30_4k77_4ivc,1_0008,-6.9
10755,30_4k77_4ivc,1_0009,-6.9
10756,30_4k77_4ivc,1_0010,-6.9
10757,30_4k77_4ivc,1_0011,-6.7
10758,30_4k77_4ivc,1_0012,-6.7
10759,30_4k77_4ivc,1_0013,-6.7
10760,30_4k77_4ivc,1_0014,-6.3
10761,30_4k77_4ivc,1_0015,-6.0
10762,30_4k77_4ivc,1_0016,-6.0
10763,30_4k77_4ivc,1_0017,-5.8
10764,30_4k77_4ivc,1_0018,-5.4
10765,30_4k77_4ivc,1_0019,-5.4
10766,30_4k77_4ivd,1_0000,-8.1
10767,30_4k77_4ivd,1_0001,-8.0
10768,30_4k77_4ivd,1_0002,-7.9
10769,30_4k77_4ivd,1_0003,-7.6
10770,30_4k77_4ivd,1_0004,-7.2
10771,30_4k77_4ivd,1_0005,-7.1
10772,30_4k77_4ivd,1_0006,-7.0
10773,30_4k77_4ivd,1_0007,-6.8
10774,30_4k77_4ivd,1_0008,-6.8
10775,30_4k77_4ivd,1_0009,-6.4
10776,30_4k77_4ivd,1_0010,-6.3
10777,30_4k77_4ivd,1_0011,-6.3
10778,30_4k77_4ivd,1_0012,-6.2
10779,30_4k77_4ivd,1_0013,-5.9
10780,30_4k77_4ivd,1_0014,-5.7
10781,30_4k77_4ivd,1_0015,-5.6
10782,30_4k77_4ivd,1_0016,-5.4
10783,30_4k77_4ivd,1_0017,-5.3
10784,30_4k77_4ivd,1_0018,-5.3
10785,30_4k77_4ivd,1_0019,-5.2
10786,30_4k77_4k77,1_0000,-8.2
10787,30_4k77_4k77,1_0001,-8.2
10788,30_4k77_4k77,1_0002,-7.9
10789,30_4k77_4k77,1_0003,-7.8
10790,30_4k77_4k77,1_0004,-7.8
10791,30_4k77_4k77,1_0005,-7.6
10792,30_4k77_4k77,1_0006,-7.5
10793,30_4k77_4k77,1_0007,-7.5
10794,30_4k77_4k77,1_0008,-7.4
10795,30_4k77_4k77,1_0009,-7.2
10796,30_4k77_4k77,1_0010,-7.1
10797,30_4k77_4k77,1_0011,-7.1
10798,30_4k77_4k77,1_0012,-7.1
10799,30_4k77_4k77,1_0013,-7.1
10800,30_4k77_4k77,1_0014,-7.1
10801,30_4k77_4k77,1_0015,-7.0
10802,30_4k77_4k77,1_0016,-6.9
10803,30_4k77_4k77,1_0017,-6.9
10804,30_4k77_4k77,1_0018,-6.9
10805,30_4k77_4k77,1_0019,-6.8
10806,31_4e6q_4e6q,1_0000,-9.8
10807,31_4e6q_4e6q,1_0001,-9.7
10808,31_4e6q_4e6q,1_0002,-9.3
10809,31_4e6q_4e6q,1_0003,-9.2
10810,31_4e6q_4e6q,1_0004,-9.2
10811,31_4e6q_4e6q,1_0005,-8.9
10812,31_4e6q_4e6q,1_0006,-8.5
10813,31_4e6q_4e6q,1_0007,-8.4
10814,31_4e6q_4e6q,1_0008,-8.2
10815,31_4e6q_4e6q,1_0009,-8.1
10816,31_4e6q_4e6q,1_0010,-8.0
10817,31_4e6q_4e6q,1_0011,-7.9
10818,31_4e6q_4e6q,1_0012,-7.8
10819,31_4e6q_4e6q,1_0013,-7.8
10820,31_4e6q_4e6q,1_0014,-7.8
10821,31_4e6q_4e6q,1_0015,-7.7
10822,31_4e6q_4e6q,1_0016,-7.5
10823,31_4e6q_4e6q,1_0017,-7.5
10824,31_4e6q_4e6q,1_0018,-7.4
10825,31_4e6q_4e6q,1_0019,-7.2
10826,31_4e6q_4f09,1_0000,-8.4
10827,31_4e6q_4f09,1_0001,-8.1
10828,31_4e6q_4f09,1_0002,-8.0
10829,31_4e6q_4f09,1_0003,-7.8
10830,31_4e6q_4f09,1_0004,-7.1
10831,31_4e6q_4f09,1_0005,-6.9
10832,31_4e6q_4f09,1_0006,-6.7
10833,31_4e6q_4f09,1_0007,-6.4
10834,31_4e6q_4f09,1_0008,-6.3
10835,31_4e6q_4f09,1_0009,-6.2
10836,31_4e6q_4f09,1_0010,-6.2
10837,31_4e6q_4f09,1_0011,-6.1
10838,31_4e6q_4f09,1_0012,-6.0
10839,31_4e6q_4f09,1_0013,-5.9
10840,31_4e6q_4f09,1_0014,-5.9
10841,31_4e6q_4f09,1_0015,-5.7
10842,31_4e6q_4f09,1_0016,-5.7
10843,31_4e6q_4f09,1_0017,-5.7
10844,31_4e6q_4f09,1_0018,-5.6
10845,31_4e6q_4f09,1_0019,-5.6
10846,31_4e6q_4gfm,1_0000,-8.2
10847,31_4e6q_4gfm,1_0001,-8.2
10848,31_4e6q_4gfm,1_0002,-8.1
10849,31_4e6q_4gfm,1_0003,-8.0
10850,31_4e6q_4gfm,1_0004,-7.7
10851,31_4e6q_4gfm,1_0005,-7.3
10852,31_4e6q_4gfm,1_0006,-7.3
10853,31_4e6q_4gfm,1_0007,-7.2
10854,31_4e6q_4gfm,1_0008,-7.2
10855,31_4e6q_4gfm,1_0009,-7.1
10856,31_4e6q_4gfm,1_0010,-6.9
10857,31_4e6q_4gfm,1_0011,-6.9
10858,31_4e6q_4gfm,1_0012,-6.8
10859,31_4e6q_4gfm,1_0013,-6.8
10860,31_4e6q_4gfm,1_0014,-6.1
10861,31_4e6q_4gfm,1_0015,-6.1
10862,31_4e6q_4gfm,1_0016,-6.1
10863,31_4e6q_4gfm,1_0017,-6.0
10864,31_4e6q_4gfm,1_0018,-5.8
10865,31_4e6q_4gfm,1_0019,-5.8
10866,31_4e6q_4hge,1_0000,-9.3
10867,31_4e6q_4hge,1_0001,-8.8
10868,31_4e6q_4hge,1_0002,-8.7
10869,31_4e6q_4hge,1_0003,-8.6
10870,31_4e6q_4hge,1_0004,-8.4
10871,31_4e6q_4hge,1_0005,-8.3
10872,31_4e6q_4hge,1_0006,-8.3
10873,31_4e6q_4hge,1_0007,-8.2
10874,31_4e6q_4hge,1_0008,-8.2
10875,31_4e6q_4hge,1_0009,-8.1
10876,31_4e6q_4hge,1_0010,-7.9
10877,31_4e6q_4hge,1_0011,-7.8
10878,31_4e6q_4hge,1_0012,-7.7
10879,31_4e6q_4hge,1_0013,-7.6
10880,31_4e6q_4hge,1_0014,-7.6
10881,31_4e6q_4hge,1_0015,-7.5
10882,31_4e6q_4hge,1_0016,-7.5
10883,31_4e6q_4hge,1_0017,-7.4
10884,31_4e6q_4hge,1_0018,-7.3
10885,31_4e6q_4hge,1_0019,-7.3
10886,31_4e6q_4jia,1_0000,-10.4
10887,31_4e6q_4jia,1_0001,-10.2
10888,31_4e6q_4jia,1_0002,-9.9
10889,31_4e6q_4jia,1_0003,-9.6
10890,31_4e6q_4jia,1_0004,-9.6
10891,31_4e6q_4jia,1_0005,-9.6
10892,31_4e6q_4jia,1_0006,-9.2
10893,31_4e6q_4jia,1_0007,-9.2
10894,31_4e6q_4jia,1_0008,-9.1
10895,31_4e6q_4jia,1_0009,-9.1
10896,31_4e6q_4jia,1_0010,-9.0
10897,31_4e6q_4jia,1_0011,-9.0
10898,31_4e6q_4jia,1_0012,-8.9
10899,31_4e6q_4jia,1_0013,-8.8
10900,31_4e6q_4jia,1_0014,-8.8
10901,31_4e6q_4jia,1_0015,-8.6
10902,31_4e6q_4jia,1_0016,-8.6
10903,31_4e6q_4jia,1_0017,-8.6
10904,31_4e6q_4jia,1_0018,-8.6
10905,31_4e6q_4jia,1_0019,-8.4
10906,31_4f09_4e6q,1_0000,-9.5
10907,31_4f09_4e6q,1_0001,-9.2
10908,31_4f09_4e6q,1_0002,-9.1
10909,31_4f09_4e6q,1_0003,-8.9
10910,31_4f09_4e6q,1_0004,-8.6
10911,31_4f09_4e6q,1_0005,-8.4
10912,31_4f09_4e6q,1_0006,-8.2
10913,31_4f09_4e6q,1_0007,-8.2
10914,31_4f09_4e6q,1_0008,-8.2
10915,31_4f09_4e6q,1_0009,-8.2
10916,31_4f09_4e6q,1_0010,-8.0
10917,31_4f09_4e6q,1_0011,-8.0
10918,31_4f09_4e6q,1_0012,-7.8
10919,31_4f09_4e6q,1_0013,-7.6
10920,31_4f09_4e6q,1_0014,-7.6
10921,31_4f09_4e6q,1_0015,-7.6
10922,31_4f09_4e6q,1_0016,-7.5
10923,31_4f09_4e6q,1_0017,-7.2
10924,31_4f09_4e6q,1_0018,-7.2
